TopologicalNode rdfid,Substation name,Substation rdfid,Active injection (MW),Reactive injection (Mvar),Voltage (kV),Phase (degrees)
_1100792578_VL_TN1,1100792,_1100792578_VL,0,0,63,-22.5
_1101246969_VL_TN1,1101246,_1101246969_VL,0,0,63.4,-17
_1101280692_VL_TN2,1101280,_1101280692_VL,0,0,62.7,-21.6
_1101280692_VL_TN1,1101280,_1101280692_VL,2.1,4,62.9,-21.6
_1101824977_VL_TN1,1101824,_1101824977_VL,0,0,238.2,0.7
_1101956735_VL_TN1,1101956,_1101956735_VL,0,0,67.9,-1.2
_1104694286_VL_TN1,1104694,_1104694286_VL,0,0,63.2,-21.6
_1104707930_VL_TN1,1104707,_1104707930_VL,0,0,236.2,-18.2
_1104736089_VL_TN1,1104736,_1104736089_VL,-13.9,-0.4,63.1,-36.5
_1104757288_VL_TN1,1104757,_1104757288_VL,2.2,4.5,65.8,-21.5
_1104871803_VL_TN1,1104871,_1104871803_VL,-10.9,1.5,63.5,-8
_1104980976_VL_TN1,1104980,_1104980976_VL,-12.9,-4.2,89.5,-22.6
_110514461_VL_TN1,1105144,_110514461_VL,-8,-0.2,63.1,-8.8
_1105218202_VL_TN2,1105210,_1105218202_VL,-17,-6.6,64.1,-7.4
_1105218653_VL_TN1,1105218,_1105218653_VL,-5,-0.1,65,-4.5
_1105379898_VL_TN1,1105379,_1105379898_VL,-34.8,-12.9,64,-7.1
_1105409078_VL_TN1,1105409,_1105409078_VL,0,0,238.7,-2.1
_1105447958_VL_TN1,1105447,_1105447958_VL,0,0,62.4,-13.4
_1105478021_VL_TN2,1105478,_1105478021_VL,-12.2,-1.1,63,-11.9
_1105478021_VL_TN1,1105478,_1105478021_VL,-13.6,-0.2,64,-11.4
_1105508263_VL_TN1,1105508,_1105508263_VL,-0.8,-0.2,64.6,-7.7
_110559794_VL_TN1,1105597,_110559794_VL,0,0,95.1,-10.6
_11062839_VL_TN1,1106283,_11062839_VL,-16.8,-5.2,65,-10.7
_1107188403_VL_TN1,1107188,_1107188403_VL,0,0,240.5,-10.5
_1109003474_VL_TN2,1109003,_1109003474_VL,-5.9,-0.9,241.5,-2.6
_1109003474_VL_TN1,1109003,_1109003474_VL,-1,5.2,237,-6.5
_1109353438_VL_TN1,1109353,_1109353438_VL,-0.5,0.1,63,-11
_1109529958_VL_TN1,1109529,_1109529958_VL,0,0,240.2,-14.3
_1109720851_VL_TN1,1109720,_1109720851_VL,-7.3,-2.1,90.7,-11.6
_1110100075_VL_TN1,1110100,_1110100075_VL,7.7,0.2,65.1,-5.8
_1110267801_VL_TN1,1110267,_1110267801_VL,-21.5,-8.1,89.4,-14
_1110562986_VL_TN1,1110562,_1110562986_VL,0,0,65.5,-5.3
_1111803773_VL_TN2,1111803,_1111803773_VL,0,0,64,4.2
_1111803773_VL_TN1,1111803,_1111803773_VL,0,0,63.9,1.2
_1111836206_VL_TN1,1111836,_1111836206_VL,0,0,61.9,-36.7
_1111936484_VL_TN1,1111936,_1111936484_VL,-11.1,-7.3,65.2,0.1
_1112984053_VL_TN1,1112984,_1112984053_VL,-6.3,-4.2,61.7,-35.4
_1113122149_VL_TN1,1113122,_1113122149_VL,0,0,241.8,3.3
_1113125060_VL_TN1,1113125,_1113125060_VL,0,0,239.6,-15.2
_1113135146_VL_TN1,1113135,_1113135146_VL,-5.9,1.7,89.8,-20.5
_1113507136_VL_TN1,1113507,_1113507136_VL,-7.1,4.4,93.7,-10.9
_1113529077_VL_TN2,1113529,_1113529077_VL,-10.6,5.8,240.4,-7.2
_1114581493_VL_TN1,1114581,_1114581493_VL,-7.9,0.2,90.7,-12
_1115366675_VL_TN1,1115366,_1115366675_VL,-0.2,-0.4,63.9,-7.2
_1116221894_VL_TN1,1116221,_1116221894_VL,-28.7,-9.5,232.7,-3.3
_1116308793_VL_TN1,1116308,_1116308793_VL,-3,-0.6,92.8,-14.9
_1118467023_VL_TN2,1118467,_1118467023_VL,23.7,1.4,21.3,-10.1
_1118467023_VL_TN1,1118467,_1118467023_VL,0,0,21,-11.7
_1118496704_VL_TN1,1118496,_1118496704_VL,-5.9,0.3,62,-33.3
_1119018306_VL_TN2,1119018,_1119018306_VL,0,0,63.5,-24.7
_1119018306_VL_TN1,1119018,_1119018306_VL,-38.7,-8.1,63.2,-25.5
_1119069079_VL_TN1,1119069,_1119069079_VL,0,0,63.2,-21.2
_1119319857_VL_TN1,1119319,_1119319857_VL,-108.5,-17.8,235.2,-15.8
_1119556774_VL_TN2,1119556,_1119556774_VL,-71.3,8,92.6,-13.5
_1119623889_VL_TN1,1119623,_1119623889_VL,0,0,64.4,0.4
_1119642847_VL_TN1,1119642,_1119642847_VL,-72.8,57.8,239.2,-12.5
_1121040102_VL_TN1,1121040,_1121040102_VL,-17,-4.5,93.2,-21.1
_1121071622_VL_TN1,1121071,_1121071622_VL,0,0,234.5,-14.9
_1121216692_VL_TN2,1121216,_1121216692_VL,0,0,240.4,2.8
_1121534564_VL_TN1,1121534,_1121534564_VL,0,0,65.9,-6.3
_1123752618_VL_TN1,1123752,_1123752618_VL,-6.6,0.7,237.6,1.9
_1124138114_VL_TN1,1124138,_1124138114_VL,0,0,67.2,-9.2
_1124821822_VL_TN1,1124821,_1124821822_VL,-49.8,-22.5,63.7,-21.4
_1124889839_VL_TN1,1124889,_1124889839_VL,-16.8,-4.2,64.8,-2.9
_1124909065_VL_TN1,1124909,_1124909065_VL,22,0,64.9,-5.9
_11249896_VL_TN1,1124989,_11249896_VL,-19.8,-5.8,64.9,-8.4
_1125677019_VL_TN1,1125677,_1125677019_VL,17,-1.2,23,-5.7
_1126179212_VL_TN1,1126179,_1126179212_VL,0,0,240.3,3
_1126429038_VL_TN1,1126429,_1126429038_VL,244,-27.6,235.4,6.6
_1126753993_VL_TN1,1126753,_1126753993_VL,0,0,91.7,-18
_1127186835_VL_TN1,1127186,_1127186835_VL,-14.4,-4,93.6,-9.1
_1127186835_VL_TN2,1127186,_1127186835_VL,-9.1,-2.9,93.6,-9.2
_1128117714_VL_TN1,1128117,_1128117714_VL,0,0,411.3,3.6
_1128554485_VL_TN2,1128554,_1128554485_VL,0,0,409.4,-3.9
_1128632038_VL_TN1,1128632,_1128632038_VL,-8.6,-2.6,92.2,-16.8
_1129435962_VL_TN1,1129435,_1129435962_VL,3,5,12,-5.7
_1129875098_VL_TN1,1129875,_1129875098_VL,-25.9,-4.2,240,-6.8
_1130331823_VL_TN1,1130331,_1130331823_VL,-12.1,-6.4,64.8,-4.8
_1130661439_VL_TN1,1130661,_1130661439_VL,-26.6,-5.8,63.2,-21.9
_1131841752_VL_TN1,1131841,_1131841752_VL,0,0,238.5,-9
_1132091458_VL_TN1,1132091,_1132091458_VL,0,0,64.9,-21.2
_113227912_VL_TN1,1132279,_113227912_VL,0,0,66,-18.3
_113237062_VL_TN1,1132370,_113237062_VL,-4.9,-0.4,63,-10.8
_1132515136_VL_TN1,1132515,_1132515136_VL,-31.5,-7,241.1,-13.7
_1132920967_VL_TN1,1132920,_1132920967_VL,-19.7,-3.2,62.9,-12.9
_1133223564_VL_TN1,1133223,_1133223564_VL,0,0,67.6,-2.3
_1133345367_VL_TN2,1133345,_1133345367_VL,0,0,92.6,-11.1
_1133345367_VL_TN1,1133345,_1133345367_VL,-0.3,-0.2,92.5,-11.1
_1133606285_VL_TN2,1133606,_1133606285_VL,0,0,236.1,-12.6
_1133606285_VL_TN1,1133606,_1133606285_VL,-12.2,-1.2,236.1,-12.6
_1133638486_VL_TN1,1133638,_1133638486_VL,0,0,65,-4.3
_1133755106_VL_TN1,1133755,_1133755106_VL,0,0,94.2,-17.1
_1134037502_VL_TN1,1134037,_1134037502_VL,-10.3,2.4,63.8,-12.4
_1134082186_VL_TN1,1134082,_1134082186_VL,-6.5,-2.2,64.2,-16.1
_1134222503_VL_TN1,1134222,_1134222503_VL,-16.1,-6.1,63.8,-14.8
_1134529380_VL_TN1,1134529,_1134529380_VL,-2,0.1,91.2,-16.1
_1135202171_VL_TN2,1135202,_1135202171_VL,0,0,231.4,-3.5
_1135617811_VL_TN1,1135617,_1135617811_VL,0,0,94.9,-8.8
_1135687504_VL_TN1,1135687,_1135687504_VL,0,0,64.6,0.1
_1135762322_VL_TN1,1135762,_1135762322_VL,-2.1,-0.9,233.8,-13.6
_113625203_VL_TN1,1136252,_113625203_VL,0,0,65.2,-6.6
_1136744263_VL_TN1,1136744,_1136744263_VL,0,0,93.4,-17.2
_1136951036_VL_TN1,1136951,_1136951036_VL,-26.8,8.7,64.3,-34.1
_1137651987_VL_TN3,1137651,_1137651987_VL,-21.1,-5.3,95.5,-8.6
_1137651987_VL_TN2,1137651,_1137651987_VL,0,0,94.7,-8.6
_1137651987_VL_TN1,1137651,_1137651987_VL,-2,0,94.7,-8.7
_1137671289_VL_TN1,1137671,_1137671289_VL,0,0,64.5,0.6
_1137748593_VL_TN1,1137748,_1137748593_VL,-12.8,-1.7,63.5,-21.1
_1138242546_VL_TN1,1138242,_1138242546_VL,-2.5,-1.7,93.3,-12
_1138490717_VL_TN1,1138490,_1138490717_VL,-4.6,-0.8,94.4,-9.6
_1138754302_VL_TN1,1138754,_1138754302_VL,0,0,94.1,-9.4
_1139407990_VL_TN1,1139407,_1139407990_VL,-5.3,0.8,232.7,-3.6
_1140593538_VL_TN1,1140593,_1140593538_VL,43.6,1.1,232.4,-0.4
_1140839425_VL_TN2,1140839,_1140839425_VL,0,0,21.3,0.3
_1140839425_VL_TN1,1140839,_1140839425_VL,0,0,21.3,0.3
_1141108558_VL_TN1,1141108,_1141108558_VL,-17.7,-4.2,63.2,-2.3
_1141369619_VL_TN1,1141369,_1141369619_VL,5,-0.2,63.2,-21.1
_1141382517_VL_TN1,1141382,_1141382517_VL,4.4,-1.9,64.6,-4.4
_1141386423_VL_TN1,1141386,_1141386423_VL,-12.5,-3.4,62.8,-10.6
_1142067547_VL_TN1,1142067,_1142067547_VL,-29.6,-10.1,64.7,-23.1
_1143030185_VL_TN1,1143030,_1143030185_VL,0,0,63.4,0.8
_1143270095_VL_TN1,1143270,_1143270095_VL,-54.6,-28.9,64,-11.3
_1143620915_VL_TN1,1143620,_1143620915_VL,0,0,64.4,-21.1
_1144227783_VL_TN1,1144227,_1144227783_VL,0,0,236.9,-6.9
_1146794089_VL_TN1,1146794,_1146794089_VL,-6,-2,62.2,-23.4
_114707215_VL_TN1,1147072,_114707215_VL,0,0,62.5,-13.6
_1147166274_VL_TN1,1147166,_1147166274_VL,0,0,91.8,-16.3
_1147213674_VL_TN1,1147213,_1147213674_VL,0,0,235.3,-24.5
_1148865271_VL_TN1,1148865,_1148865271_VL,-1.1,0.7,63.2,-7
_114909249_VL_TN1,1149092,_114909249_VL,-28,-4.8,94.6,-30.3
_1149640774_VL_TN2,1149640,_1149640774_VL,-22.7,-8.2,63.6,-9.7
_1149686156_VL_TN1,1149686,_1149686156_VL,-19.1,-0.4,95.5,-10.8
_1150452320_VL_TN1,1150452,_1150452320_VL,-20.2,-5.1,64.8,-29.8
_1150657353_VL_TN1,1150657,_1150657353_VL,-19.9,-1.1,91.3,-23.1
_1151275932_VL_TN1,1151275,_1151275932_VL,0,0,154.6,-16.7
_1151288025_VL_TN1,1151288,_1151288025_VL,-22,-3.2,64.3,-29
_1151488280_VL_TN1,1151488,_1151488280_VL,0,0,237.3,-17.4
_1152253279_VL_TN1,1152253,_1152253279_VL,-16.4,-3.5,64,-24.6
_1152343884_VL_TN1,1152343,_1152343884_VL,-3.6,-1.2,63.9,-10.7
_1152501349_VL_TN1,1152501,_1152501349_VL,0,0,64.4,-18.7
_1152631100_VL_TN1,1152631,_1152631100_VL,-26.3,13.2,64.3,-7.8
_1152838543_VL_TN1,1152838,_1152838543_VL,0,0,65.7,-3.9
_1153279704_VL_TN1,1153279,_1153279704_VL,0,0,155.5,-16.7
_1154644997_VL_TN1,1154644,_1154644997_VL,-11.8,-2.9,95.2,-2.5
_1154728748_VL_TN1,1154728,_1154728748_VL,3.1,5.8,92.4,-10.8
_115592892_VL_TN1,1155928,_115592892_VL,-14.6,0.8,62.8,-22.7
_1155958032_VL_TN1,1155958,_1155958032_VL,-14,-1.1,64,-14.4
_1156034690_VL_TN1,1156034,_1156034690_VL,0,0,65.6,0.3
_1156099895_VL_TN1,1156099,_1156099895_VL,-7.2,2.7,64.8,-10.8
_1156164127_VL_TN1,1156164,_1156164127_VL,0,0,63.9,-12.1
_1156461940_VL_TN1,1156461,_1156461940_VL,-27.7,-7.6,65.3,-11.4
_1156501745_VL_TN2,1156501,_1156501745_VL,0,0,94.1,-10
_1156501745_VL_TN1,1156501,_1156501745_VL,-0.3,1,94.5,-9.1
_1156554378_VL_TN1,1156554,_1156554378_VL,-23.6,-7.7,64,-16.5
_1156763055_VL_TN1,1156763,_1156763055_VL,-23.7,-1,64.4,-10.4
_1158044788_VL_TN1,1158044,_1158044788_VL,-20.8,-4.6,65.1,-22.9
_1159428449_VL_TN1,1159428,_1159428449_VL,-11.1,4.3,92.6,-12.6
_1159952495_VL_TN1,1159952,_1159952495_VL,0,0,406.9,-6.4
_1160433461_VL_TN1,1160433,_1160433461_VL,-7.7,-2,63.4,-8.1
_1160924105_VL_TN6,1160924,_1160924105_VL,0,0,21.3,0.6
_1160924105_VL_TN5,1160924,_1160924105_VL,0,0,21.3,0.6
_1160924105_VL_TN4,1160924,_1160924105_VL,0,0,21.3,0.6
_1161422239_VL_TN1,1161422,_1161422239_VL,-14,-8,64.1,-21.1
_1161517468_VL_TN3,1161517,_1161517468_VL,-18.3,-4,240.4,-10.8
_1161517468_VL_TN2,1161517,_1161517468_VL,-15.3,-2.4,240.4,-10.8
_1161517468_VL_TN1,1161517,_1161517468_VL,-27.8,-7.4,240.4,-10.8
_1162819988_VL_TN1,1162819,_1162819988_VL,-20.2,-0.6,91.9,-15
_116298447_VL_TN1,1162984,_116298447_VL,-5.2,-0.3,92,-14.9
_1163231848_VL_TN1,1163231,_1163231848_VL,-0.1,1.1,238.8,-7.5
_1163286353_VL_TN1,1163286,_1163286353_VL,-2.3,0.8,64.9,-13.4
_1163357607_VL_TN1,1163357,_1163357607_VL,5.7,0.1,236.3,-14.5
_1163388518_VL_TN1,1163388,_1163388518_VL,-22.7,-8.8,64.1,-7.6
_1163769434_VL_TN1,1163769,_1163769434_VL,0,0,92.2,-16.8
_1163975022_VL_TN1,1163975,_1163975022_VL,17.1,-11.8,64.6,0.5
_1164103082_VL_TN1,1164103,_1164103082_VL,-9.9,-0.9,88.8,-16.2
_1164111427_VL_TN1,1164111,_1164111427_VL,0,-0.1,64.8,-6.9
_1164167993_VL_TN1,1164167,_1164167993_VL,6.7,1.5,155.6,-21.4
_1164518685_VL_TN1,1164518,_1164518685_VL,0,0,88.9,-20.8
_1164916374_VL_TN1,1164916,_1164916374_VL,21.5,-1.6,66,-11.7
_1165546432_VL_TN1,1165546,_1165546432_VL,-10.5,-2.3,91.8,-17.8
_1166183120_VL_TN1,1166183,_1166183120_VL,0,0,62.5,-22.7
_1166277278_VL_TN1,1166277,_1166277278_VL,0,0,90.6,-24.2
_116629473_VL_TN1,1166294,_116629473_VL,0,0,63.6,-9.2
_1166361452_VL_TN1,1166361,_1166361452_VL,-14.9,-1.9,237.6,-6
_116667966_VL_TN1,1166679,_116667966_VL,7.3,-12.8,62.4,-12.8
_1167449169_VL_TN1,1167449,_1167449169_VL,0,0,228.9,-2.8
_1167684091_VL_TN1,1167684,_1167684091_VL,0,0,63.3,-17.1
_1168507728_VL_TN1,1168507,_1168507728_VL,-25.7,-15.4,65.1,-9.8
_1168997795_VL_TN1,1168997,_1168997795_VL,0,0,240.3,0.9
_1169473278_VL_TN1,1169473,_1169473278_VL,-13.1,-5.4,93.1,-13.7
_1170500707_VL_TN2,1170500,_1170500707_VL,0,30.9,19.7,-13.1
_1170500707_VL_TN1,1170500,_1170500707_VL,0,31.6,19.9,-13.1
_1170571109_VL_TN1,1170571,_1170571109_VL,1,0.9,90.3,-20.2
_117082705_VL_TN1,1170827,_117082705_VL,0,0,63.5,-11.4
_1170906100_VL_TN1,1170906,_1170906100_VL,0,0,237.8,-12
_1171584650_VL_TN1,1171584,_1171584650_VL,0,0,240.7,-11.7
_1172721889_VL_TN1,1172721,_1172721889_VL,0,0,234.7,-0.2
_1173132890_VL_TN1,1173132,_1173132890_VL,-42.3,-6,64.7,-19.8
_1173192083_VL_TN1,1173192,_1173192083_VL,-17.2,9.7,63.7,-13.6
_1173269920_VL_TN1,1173269,_1173269920_VL,-19.8,-4.4,65,-18.4
_1173678870_VL_TN1,1173678,_1173678870_VL,-12.5,-3.1,94.5,-31.3
_1174778839_VL_TN1,1174778,_1174778839_VL,0,0,240.7,-9.1
_1174778839_VL_TN2,1174778,_1174778839_VL,0,0,240.9,-9.7
_1175896482_VL_TN1,1175896,_1175896482_VL,-10.8,-3.2,94.2,-7.9
_1176079803_VL_TN2,1176079,_1176079803_VL,0,33.9,95.6,-30
_1177020306_VL_TN1,1177020,_1177020306_VL,0,0,243,-11.6
_1177361602_VL_TN1,1177361,_1177361602_VL,-28,-5.3,64.8,-18.1
_1177433586_VL_TN1,1177433,_1177433586_VL,-5,-0.6,93.2,-17.4
_1178158452_VL_TN4,1178158,_1178158452_VL,0,0,62.5,-15.3
_1178511032_VL_TN1,1178511,_1178511032_VL,0,0,68,-1.6
_1178575569_VL_TN1,1178575,_1178575569_VL,0,0,236.1,-15.4
_1178764150_VL_TN1,1178764,_1178764150_VL,-3,-1,63.9,-7.1
_1178907752_VL_TN1,1178907,_1178907752_VL,-8,-2.4,63.9,-32.6
_1179230764_VL_TN1,1179230,_1179230764_VL,-0.8,2.9,64.7,-8.5
_1179536004_VL_TN1,1179536,_1179536004_VL,-6.1,-1.4,91.3,-16.7
_1179608215_VL_TN1,1179608,_1179608215_VL,-18.1,-6,63.2,-7.4
_1179865898_VL_TN1,1179865,_1179865898_VL,0,0,236,-21.4
_1179987898_VL_TN1,1179987,_1179987898_VL,-21.4,-5.9,91.9,-18.9
_1180069717_VL_TN1,1180069,_1180069717_VL,0,0,230.8,-3.7
_1180234965_VL_TN1,1180234,_1180234965_VL,-24.6,-19.3,237,-2.8
_1180400568_VL_TN1,1180400,_1180400568_VL,-3.8,-0.9,94.3,-12.2
_118143004_VL_TN1,1181430,_118143004_VL,0.5,1.5,64.6,-3.1
_1181488247_VL_TN2,1181488,_1181488247_VL,0,0,406.3,-13.8
_1181742676_VL_TN1,1181742,_1181742676_VL,-9.3,-4.9,93.2,-24.7
_1181943917_VL_TN1,1181943,_1181943917_VL,5.6,13.9,235.9,-9.8
_1182024588_VL_TN1,1182024,_1182024588_VL,0,0,64.2,-10
_1182067440_VL_TN1,1182067,_1182067440_VL,0,0,64.7,-8.1
_1182521411_VL_TN2,1182521,_1182521411_VL,-21.8,-8.6,241.2,-13.7
_1182521411_VL_TN1,1182521,_1182521411_VL,-23.7,-8.2,239.2,-12.6
_1182632058_VL_TN1,1182632,_1182632058_VL,-28.5,-6.5,64.7,-10.2
_1182880089_VL_TN2,1182880,_1182880089_VL,0,0,66,-18.5
_1182944391_VL_TN1,1182944,_1182944391_VL,0,0,42.4,2.4
_1183839464_VL_TN1,1183839,_1183839464_VL,0,0,240,0.5
_1183927719_VL_TN1,1183927,_1183927719_VL,0,0,401.4,-8.1
_118412654_VL_TN1,1184126,_118412654_VL,-6,-3.8,63,-21.6
_1184486957_VL_TN1,1184486,_1184486957_VL,51.4,12.8,64.7,-6.7
_1184925429_VL_TN1,1184925,_1184925429_VL,-11.1,0.6,62.9,-10.6
_1184979913_VL_TN1,1184979,_1184979913_VL,-23.9,-5.9,92,-18.1
_1184997109_VL_TN1,1184997,_1184997109_VL,-6.9,4.6,65,-10.6
_1185473402_VL_TN1,1185473,_1185473402_VL,0,0,405.2,-7.5
_1185616111_VL_TN1,1185616,_1185616111_VL,0,0,63.9,-20.5
_1185758523_VL_TN1,1185758,_1185758523_VL,-20,-8.3,93,-17.1
_1187481090_VL_TN1,1187481,_1187481090_VL,0,0,63.6,-8.7
_118758117_VL_TN1,1187581,_118758117_VL,-6,-1.5,91.3,-19.5
_1187724982_VL_TN1,1187724,_1187724982_VL,-8.6,-7.5,410.9,4.1
_118777822_VL_TN1,1187778,_118777822_VL,-42.2,-2.1,94.7,-4.2
_1188077571_VL_TN1,1188077,_1188077571_VL,-27.9,-4.6,93.7,-18.5
_1188641668_VL_TN1,1188641,_1188641668_VL,-3.1,1.1,64,-6.8
_1188973216_VL_TN1,1188973,_1188973216_VL,0,0,233.8,-13.6
_1190118908_VL_TN1,1190118,_1190118908_VL,0.2,-0.7,64.3,-7.4
_1190582161_VL_TN1,1190582,_1190582161_VL,-26,-5.8,63.5,-5
_1190776057_VL_TN1,1190776,_1190776057_VL,-9.4,2.4,63.9,-22.8
_1190935975_VL_TN1,1190935,_1190935975_VL,0,0,91.4,-23.8
_119113796_VL_TN1,1191137,_119113796_VL,-16.5,-4.3,64.5,-7.6
_1191237661_VL_TN1,1191237,_1191237661_VL,0,0,64.4,-8.3
_119124629_VL_TN1,1191246,_119124629_VL,0,0,233.2,-2.5
_1191321036_VL_TN1,1191321,_1191321036_VL,0,-0.2,11.5,-7
_1191507377_VL_TN1,1191507,_1191507377_VL,0,0,65,-7.3
_1191591224_VL_TN2,1191591,_1191591224_VL,-4.8,1.3,64.4,-8.7
_1192106752_VL_TN1,1192106,_1192106752_VL,-5.4,0,65.5,-0.1
_1192504881_VL_TN1,1192504,_1192504881_VL,-9.6,1.6,94.1,-15.6
_1193093740_VL_TN1,1193093,_1193093740_VL,-14,0.2,63.3,-11.6
_1193390537_VL_TN1,1193390,_1193390537_VL,0,0,65.2,-20.5
_1193625712_VL_TN1,1193625,_1193625712_VL,-12.5,-2.5,63.5,-5.3
_1194109088_VL_TN1,1194109,_1194109088_VL,-2.5,-1.7,61.9,-16.4
_1196512111_VL_TN1,1196512,_1196512111_VL,0,0,65.3,-11.3
_1197559228_VL_TN1,1197559,_1197559228_VL,0,0,63.4,-9.4
_119759201_VL_TN1,1197592,_119759201_VL,-11.6,-0.4,92.5,-26.6
_1198301678_VL_TN1,1198301,_1198301678_VL,0,0,63.9,-2.3
_1198469414_VL_TN1,1198469,_1198469414_VL,-9.1,-2.5,91.8,-17.9
_1198639667_VL_TN1,1198639,_1198639667_VL,-8,0,64.5,-5.5
_1198681791_VL_TN1,1198681,_1198681791_VL,-21,-2.8,94,-24.1
_1198915845_VL_TN1,1198915,_1198915845_VL,0,0,240.4,-5.4
_1199945963_VL_TN3,1199945,_1199945963_VL,23,-6.6,20.1,-2
_1199945963_VL_TN2,1199945,_1199945963_VL,24.3,-10,20,-2.1
_1199945963_VL_TN1,1199945,_1199945963_VL,44.6,-6,20,-1.2
_1200139701_VL_TN1,1200139,_1200139701_VL,0,0,239.4,-13.5
_1200379677_VL_TN1,1200379,_1200379677_VL,0,0,64.2,-26.4
_1200596083_VL_TN1,1200596,_1200596083_VL,0,0,62.8,-22.7
_1201068449_VL_TN1,1201068,_1201068449_VL,47.6,26.3,238.6,-12.9
_1201456112_VL_TN2,1201456,_1201456112_VL,0,0,400,-8.3
_1201741369_VL_TN1,1201741,_1201741369_VL,-0.7,-1.4,66.8,-11.4
_1202501516_VL_TN1,1202501,_1202501516_VL,7.1,7.8,11.9,3.7
_120265284_VL_TN1,1202652,_120265284_VL,0,0,64.7,-5.6
_1202654622_VL_TN4,1202654,_1202654622_VL,0,0,410.7,4.3
_1202654622_VL_TN3,1202654,_1202654622_VL,160.8,7.8,410.8,4.3
_1202654622_VL_TN2,1202654,_1202654622_VL,155.8,6.4,410.8,4.3
_1202654622_VL_TN1,1202654,_1202654622_VL,158.3,7.1,410.8,4.3
_1202780800_VL_TN2,1202780,_1202780800_VL,0,0,64.5,-0.5
_1203040592_VL_TN1,1203040,_1203040592_VL,-12.3,-12,64,-5.5
_1204650800_VL_TN1,1204650,_1204650800_VL,0,0,65.9,-3.9
_1204835269_VL_TN1,1204835,_1204835269_VL,0.4,-0.3,62.3,-9.2
_1205055158_VL_TN1,1205055,_1205055158_VL,0,0,93.6,-11.7
_1205556094_VL_TN1,1205556,_1205556094_VL,0.6,1,64.1,-8.4
_1206388116_VL_TN1,1206388,_1206388116_VL,0,0,64.1,-8.2
_120695248_VL_TN1,1206952,_120695248_VL,0,0,241.4,-13.5
_1207699792_VL_TN1,1207699,_1207699792_VL,0,0,400.2,-17.3
_1208630731_VL_TN2,1208630,_1208630731_VL,0,0,64.3,-5
_1208816924_VL_TN1,1208816,_1208816924_VL,0,0,237.1,-25.4
_1209359613_VL_TN1,1209359,_1209359613_VL,-4,-0.1,64.8,-12.6
_1210166278_VL_TN1,1210166,_1210166278_VL,-20.1,-4.9,63.5,-10.5
_1210318580_VL_TN2,1210318,_1210318580_VL,11.7,-4.8,235.5,-8.2
_1210318580_VL_TN1,1210318,_1210318580_VL,0,0,235.5,-8.2
_1210469228_VL_TN1,1210469,_1210469228_VL,-20.5,-10.1,61.9,-24.3
_1211184411_VL_TN2,1211184,_1211184411_VL,0,0,230.6,-4.2
_1211184411_VL_TN1,1211184,_1211184411_VL,0,0,230.6,-4.2
_1211931851_VL_TN2,1211931,_1211931851_VL,0,0,93.5,-9.3
_1211931851_VL_TN1,1211931,_1211931851_VL,0,0,93.5,-9.3
_1212387009_VL_TN2,1212387,_1212387009_VL,-21.7,-2.6,95.1,-6.4
_1212560754_VL_TN1,1212560,_1212560754_VL,-32.7,-7,64.9,-12.4
_121281834_VL_TN1,1212818,_121281834_VL,-2,-0.2,63.3,-4.9
_121297735_VL_TN2,1212977,_121297735_VL,-9.3,-4.3,63.5,-15.2
_121297735_VL_TN1,1212977,_121297735_VL,-15.2,5.9,64,-15.9
_1213253324_VL_TN1,1213253,_1213253324_VL,0,0,63.7,-3.7
_1213368182_VL_TN1,1213368,_1213368182_VL,0,0,65.5,-17.7
_1213407731_VL_TN1,1213407,_1213407731_VL,0,0,227.9,-3.4
_1213428447_VL_TN1,1213428,_1213428447_VL,-3.2,-0.9,64.8,-18.6
_121350771_VL_TN2,1213507,_121350771_VL,0,0,236.2,-4.2
_1214112372_VL_TN1,1214112,_1214112372_VL,0,0,68.2,-1.9
_121450940_VL_TN2,1214509,_121450940_VL,-11,-4.5,63.8,-18
_121450940_VL_TN1,1214509,_121450940_VL,-14,-10.4,63.8,-18.1
_1215067041_VL_TN2,1215067,_1215067041_VL,0,0,91.3,-11.3
_1215130212_VL_TN1,1215130,_1215130212_VL,0,0,237.9,-6.4
_1217039147_VL_TN1,1217039,_1217039147_VL,13.5,-10.9,239.4,-10.5
_1217710386_VL_TN2,1217710,_1217710386_VL,0,0,91.4,-23.8
_1217758579_VL_TN2,1217758,_1217758579_VL,0,0,94,-14
_1217758579_VL_TN1,1217758,_1217758579_VL,0,0,94.3,-12.4
_1217834835_VL_TN1,1217834,_1217834835_VL,-0.1,0.2,65.2,-2.5
_1218133082_VL_TN1,1218133,_1218133082_VL,-7.1,-0.3,93.2,-20.2
_1218302008_VL_TN1,1218302,_1218302008_VL,-4.4,-1.6,20.8,-16.9
_121845289_VL_TN1,1218452,_121845289_VL,0,0,40.1,-5.2
_1218455920_VL_TN1,1218455,_1218455920_VL,-13.3,-1.2,64,0
_1218467715_VL_TN1,1218467,_1218467715_VL,0,0,62.1,-15.2
_1218615637_VL_TN2,1218615,_1218615637_VL,0,0,402.7,-3.5
_1218684639_VL_TN1,1218684,_1218684639_VL,-4.2,-3,95.9,-9.9
_1218910774_VL_TN1,1218910,_1218910774_VL,0,0,64.1,-4.5
_1219399279_VL_TN1,1219399,_1219399279_VL,-20.8,-5.8,63.4,-4.7
_1219793677_VL_TN1,1219793,_1219793677_VL,0,0,63.4,-7.4
